,bp_rp,phot_g_mean_mag,distance_gspphot,visibility_periods_used,astrometric_sigma5d_max,astrometric_excess_noise,astrometric_matched_transits
1009,3.331808,15.234828,45.1335,15,0.06345865,0.21897252,30
1010,1.2251654,10.95897,81.7692,14,0.037378293,0.123423405,21
1012,1.1108103,9.541726,46.5458,15,0.031579647,0.09522343,21
1013,2.596077,16.109112,98.1854,14,0.083591536,0.0,23
1015,2.1122417,13.30597,86.0457,15,0.031143583,0.022388516,26
1016,0.93098545,9.443461,87.5217,16,0.034239084,0.117848426,48
1018,1.2479668,11.201218,94.1172,14,0.0418358,0.11529883,21
1022,1.3406973,11.576932,98.3021,17,0.033152267,0.13966054,39
1027,2.1362486,13.20595,71.8561,15,0.027534163,0.0,47
1028,2.8705435,12.837364,42.5806,16,0.11587818,0.45510375,42
1029,2.243312,14.874213,99.0786,17,0.049385685,0.0,29
1033,1.2585163,11.170633,83.3149,15,0.04617421,0.15215977,39
1034,2.6185694,15.1103945,87.0883,16,0.06403427,0.080981396,39
1036,2.5807533,17.33106,98.9289,14,0.17952824,0.0,27
1041,2.6159725,12.872594,41.1485,13,0.042307567,0.1494284,24
1042,2.0472307,14.329324,97.3623,14,0.043017045,0.0,20
1044,1.9177771,8.871369,14.3752,14,0.035538577,0.107449405,27
1047,1.3737469,10.670569,69.9842,14,0.07698952,0.36413658,28
1048,0.9322548,9.319915,145.8251,13,0.70988274,2.7826807,19
1056,2.842555,15.787473,103.5745,14,0.28161338,1.10098,21
1059,2.793908,16.559748,101.4898,14,0.11975726,0.032625612,22
1062,2.6021614,13.9942045,101.799,14,0.16387281,0.6387203,19
1063,0.92631626,10.105256,92.8905,14,0.030949017,0.10999463,23
1064,2.6432447,14.40255,94.3332,15,0.03801157,0.059954733,23
1066,2.1006556,13.409928,91.7746,13,0.030435208,0.03235077,21
1069,2.42665,14.862493,91.1407,15,0.03890404,0.0,27
1071,2.143592,13.543385,82.6386,15,0.02604409,0.0,24
1072,1.0987692,10.229372,77.6399,13,0.0327009,0.11255177,19
1075,2.5845947,14.5258875,92.6377,14,0.050777953,0.11049065,25
1076,2.5415192,15.630148,102.8079,10,0.11140168,0.1337583,14
1078,1.9295177,13.411213,99.3498,15,0.024206644,0.0,23
1079,1.9016924,12.911925,85.9581,14,0.030929854,0.0843347,23
1082,1.0435877,10.624955,90.806,13,0.027484726,0.0710558,20
1083,1.230506,10.961438,78.2352,15,0.025512882,0.08313866,22
1084,3.622612,17.620827,80.8865,16,0.20539199,0.56500477,26
1088,1.221982,11.179967,97.5995,15,0.031418994,0.1084925,23
1091,2.2746868,13.330001,72.4951,15,0.027105775,0.025410317,22
1093,0.6026306,7.6958923,82.1649,14,0.043773975,0.14331846,20
1095,0.65147114,8.689628,93.4177,14,0.10221527,0.42904535,20
1099,2.726592,15.112181,88.2379,16,0.046899337,0.065722786,27
1103,1.9104528,10.591177,42.0495,13,0.067803964,0.2309034,23
1105,0.70716095,7.868121,97.4703,15,0.06851652,0.30088976,28
1107,1.3689804,11.537351,88.7641,15,0.030070126,0.109271884,23
1109,2.1741924,13.513529,90.1953,16,0.026916048,0.04091008,26
1111,2.076272,13.339201,93.8593,15,0.025553344,0.060274947,27
1114,2.7951431,15.951079,100.9764,13,0.08283877,0.12916566,20
1115,3.0286589,14.111497,33.466,14,0.04777106,0.1419708,21
1124,2.222807,13.368768,77.1694,15,0.02888299,0.06216529,25
1125,2.3227377,13.616156,81.5235,13,0.032101244,0.0,19
1127,2.7556334,14.78098,49.3963,14,0.05330272,0.090539634,18
1135,2.0402088,13.595934,99.3328,15,0.031154413,0.06289795,24
1136,1.1442757,11.014027,96.5479,15,0.026731107,0.10018772,27
1138,2.7953234,14.877135,95.2121,12,0.06003153,0.14265464,22
1145,2.1531801,13.787577,96.1013,14,0.03204227,0.050261304,22
1146,2.6534624,14.566245,89.2156,16,0.071542725,0.28850517,23
1148,2.2192163,13.505887,61.0328,16,0.031719837,0.06615482,22
1149,2.6223774,15.091928,87.7635,14,0.05251909,0.0,22
1151,3.4332218,18.699305,122.8473,15,0.4254117,1.0242039,23
1152,2.9050722,15.757833,100.8017,15,0.06686529,0.0,25
1156,2.3538465,13.584241,73.6746,13,0.02737123,0.019318473,24
1157,2.1017103,13.183602,70.3915,14,0.025352862,0.0,20
1162,3.591875,18.715078,120.3266,16,0.33969128,0.33997393,30
1170,2.948268,16.206905,98.4313,15,0.090567835,0.0,24
1171,2.5411425,14.971345,94.1482,16,0.048997186,0.08150516,29
1173,1.0993099,10.183643,72.106,14,0.040139895,0.12934913,22
1175,2.5238333,12.82762,30.4871,14,0.044752564,0.13896093,21
1176,1.4668083,11.2342825,110.6604,13,0.6091635,2.594652,20
1177,1.9108887,12.217629,91.4076,14,0.30775356,1.1190323,21
1179,2.6707525,16.070648,97.1868,15,0.10948471,0.13229783,22
1180,1.9099026,13.685242,98.3782,14,0.031513233,0.0,25
1181,1.0601149,8.745134,40.6725,17,0.030217204,0.093246095,37
1189,0.7535939,7.7056403,47.1242,16,0.0389061,0.120124586,37
1190,2.4744272,14.67623,96.6708,14,0.19574577,0.81376386,31
1193,0.94547653,8.694579,62.2981,18,0.07833856,0.35541216,42
1195,2.959774,14.369595,36.8541,14,0.062210314,0.13665141,26
1198,1.4203014,11.161686,92.502,16,0.468711,2.320716,30
1199,1.223248,5.212071,94.4317,12,0.1396004,0.43683574,23
1202,0.8018446,9.196084,85.3984,17,0.024571799,0.06930482,57
1203,2.4472952,14.354563,83.3182,17,0.04003104,0.0,48
1205,2.9164724,16.28137,103.0237,15,0.11603756,0.16951531,33
1206,2.5376167,14.138726,88.8654,16,0.037186697,0.08891044,38
1207,3.1678963,14.934368,41.1143,16,0.05885182,0.14044198,30
1209,1.1620007,10.810084,84.4542,16,0.028257651,0.06997177,29
1210,0.9688835,8.929961,50.5157,17,0.032917663,0.10344295,60
1215,2.5673141,15.491517,86.1224,16,0.057557005,0.08632194,27
1225,2.7857323,13.664463,45.8756,15,0.033901844,0.090894565,24
1228,0.8917303,8.342932,50.1142,15,0.036598247,0.0928646,22
1229,0.71576023,8.703242,96.231,13,0.04268978,0.1143713,18
1231,3.061469,14.380152,28.6645,14,0.04947948,0.121627755,22
1232,2.4461565,16.051714,100.4054,15,0.085447684,0.08194398,25
1234,1.3138466,11.42443,94.5881,15,0.043247495,0.1395667,25
1237,2.1395884,13.842327,72.6492,17,0.031542808,0.02049738,39
1242,2.645028,16.043663,99.7321,18,0.07980364,0.08599162,43
1243,1.5357943,11.942392,81.4253,14,0.030391587,0.080888376,23
1244,4.5014353,16.295265,50.5052,16,0.1515904,0.5888493,28
1246,1.4930058,11.587844,83.5054,16,0.033918906,0.11900923,45
1247,2.829154,15.178856,90.3505,15,0.07335171,0.12650615,42
1251,2.9291553,16.369452,103.5037,15,0.1004661,0.0,23
1253,2.8439064,14.301441,41.9497,13,0.049103256,0.13017082,19
1255,2.48069,15.211718,98.4132,15,0.06063784,0.1041749,25
1259,2.283413,14.278913,80.8461,13,0.039970938,0.027007243,20
1270,2.0439444,13.707806,97.745,15,0.028818805,0.0,22
1280,1.0973864,10.326093,75.1762,13,0.030664885,0.074140444,19
1283,3.5282364,17.870745,91.6766,14,0.25793734,0.480472,20
1284,2.2514353,13.907509,86.8011,13,0.038895257,0.0,19
1285,2.5934067,15.884906,99.0411,15,0.09609583,0.18015082,20
1286,2.1233807,13.823613,82.2659,14,0.03137745,0.0,21
1289,1.0314846,10.923105,93.7998,15,0.029469894,0.08180558,23
1294,0.87870693,8.935477,95.2407,14,0.033678815,0.09042195,19
1297,3.177658,17.262592,107.7525,15,0.14566949,0.28685403,26
1299,2.6397896,15.976537,94.8182,16,0.080230564,0.087443925,23
1303,1.9944153,13.610181,86.747,15,0.02683615,0.0,23
1304,2.832982,14.42804,50.8091,13,0.061495773,0.13341987,23
1306,0.67567396,7.7543483,56.9393,15,0.03761405,0.12397135,24
1310,0.85007954,8.642864,84.9382,14,0.15155959,0.5808012,18
1314,1.5505772,12.252507,99.0811,16,0.030168224,0.08496467,25
1317,2.1880941,14.223789,94.4881,16,0.06135736,0.25466117,26
1318,2.5005198,14.905933,57.588,16,0.041616935,0.063611016,27
1321,2.656561,16.37052,102.1537,16,0.107024804,0.14882973,20
1322,1.9975929,13.536726,94.3882,15,0.034446914,0.0,20
1325,2.5672436,15.262911,88.0691,15,0.0557773,0.0,24
1329,2.2494392,13.770444,94.1436,14,0.032175235,0.0,21
1331,2.6625242,14.953248,92.7397,15,0.053166013,0.055501483,23
1332,1.3519907,10.844098,59.1763,13,0.03341119,0.0970267,19
1340,0.72012377,8.399125,85.2456,13,0.1681798,0.74331117,21
1343,2.717699,14.751443,101.8581,15,0.06903629,0.2769028,24
1344,2.2601519,14.176306,52.9451,14,0.046611078,0.060030047,21
1346,2.7904139,15.449663,58.3806,15,0.06570943,0.0,24
1347,2.6666527,15.478567,94.6733,15,0.06628861,0.10143969,23
1350,1.0537653,10.075904,70.6351,14,0.03414087,0.08774973,21
1351,2.146987,13.814719,88.1267,13,0.03885737,0.0,20
1353,1.2528276,10.742449,69.8127,14,0.029968774,0.09867668,26
1354,2.5419722,15.234027,97.7492,15,0.056518514,0.10085604,25
1357,2.63723,15.65612,100.5968,13,0.085840955,0.17314775,18
1358,0.9989147,8.537444,97.6993,13,0.09504456,0.3241137,17
1359,1.2603045,10.948802,83.5604,13,0.03685504,0.10747774,18
1360,0.6751561,8.075469,76.404,14,0.041879084,0.12210216,23
1363,2.4915924,14.821638,100.5281,15,0.05339999,0.115019545,21
1365,2.5686417,15.567192,100.5197,14,0.07211058,0.09611872,20
1366,0.86688614,8.448276,46.9983,15,0.04432851,0.11384667,25
1373,2.53541,14.536296,82.4086,16,0.04324823,0.07788565,25
1377,2.7682867,16.29024,94.1576,16,0.086914845,0.0,36
1379,1.1826572,11.005297,89.4372,14,0.035355967,0.09738773,18
1380,2.0267105,13.369132,75.6293,14,0.03255535,0.08209101,21
1383,0.6296315,6.919528,48.1352,15,0.04465066,0.16197075,23
1384,1.4172068,9.689,38.4016,15,0.03784607,0.10580862,45
1385,3.0368834,16.67948,104.3197,15,0.13276559,0.0,26
1386,2.584549,14.619399,91.3875,14,0.050950255,0.0,27
1388,2.5105076,14.523604,95.0147,14,0.07895337,0.23578179,24
1392,2.539997,14.5518465,92.7977,15,0.040816274,0.02294417,28
1398,2.3759031,13.07066,40.0156,15,0.026921058,0.042979762,27
1401,2.1434183,13.053091,76.5287,17,0.033307984,0.06464018,36
1413,3.1111479,17.20103,107.2381,15,0.16519456,0.0,28
1414,1.359273,11.281139,82.8874,15,0.068466544,0.21804094,44
1417,3.0945015,15.378264,48.6338,17,0.06411485,0.10590024,41
1418,1.0816994,10.190206,77.5283,15,0.087633006,0.35150573,46
1419,1.7646742,11.933616,67.8216,15,0.033915997,0.08157758,29
1423,2.6306648,14.612401,96.0597,15,0.05864229,0.14946237,21
1425,2.6252155,15.116139,97.1258,14,0.054182783,0.0,25
1429,1.9904671,12.74169,74.3414,16,0.031507164,0.098824054,24
1430,2.6243086,13.6944685,40.9971,16,0.036470626,0.08746806,25
1431,1.1910677,10.914962,88.8131,14,0.030848924,0.09573522,25
1437,1.9330273,13.337544,94.4209,15,0.027072167,0.029487839,24
1443,1.6465187,12.118919,82.6649,14,0.027563088,0.07914199,23
1444,0.95295525,10.409126,97.4384,13,0.027510041,0.0858191,21
1448,1.1205893,9.12079,45.3342,14,0.052151006,0.18994989,20
1449,2.3368645,12.883492,58.695,15,0.08552123,0.3211633,29
1450,0.4895048,5.5315943,44.2755,17,0.0674978,0.29179218,43
1451,0.84563494,7.680655,46.7336,18,0.03752421,0.11425224,45
1455,3.0451288,17.152061,104.5303,14,0.21196234,0.0,22
1457,1.0091248,8.641026,41.9011,14,0.040579617,0.10727034,23
1460,2.526291,11.5397005,25.5713,14,0.06681207,0.2431294,26
1462,1.6356735,11.683162,79.4129,16,0.08222981,0.30599046,46
1463,2.2315493,13.826036,95.5695,15,0.042201735,0.04370793,48
1464,3.3662949,17.729647,108.9615,13,0.2557557,0.12302144,23
1465,3.1951733,17.14711,107.1597,15,0.16612376,0.2616532,27
1467,0.8013544,9.172351,91.6165,14,0.03725535,0.10666978,22
1468,2.4701195,15.954329,91.9722,15,0.07679262,0.0,25
1470,2.5931416,16.161331,95.3176,14,0.09813131,0.121240884,21
1471,0.7287941,5.8675833,28.94,12,0.14585988,0.58533996,16
1476,3.3337288,18.625801,114.9454,15,0.41895986,0.61539197,22
1477,2.7471657,15.927898,96.9387,15,0.07670698,0.0,24
1482,1.9269667,12.241402,71.8565,15,0.03213252,0.088776,23
1484,2.4623623,15.7414665,84.6038,12,0.1103401,0.124792606,16
1485,3.4483337,18.638655,114.3057,13,0.390629,0.6570387,22
1487,2.9790936,16.580784,101.6138,14,0.10381606,0.0,22
1488,1.5794392,12.554621,98.4527,14,0.024269529,0.085524715,27
1490,2.556201,14.337038,93.1671,13,0.06682061,0.22802642,22
1492,0.9600134,9.526533,73.7766,14,0.12781069,0.6087404,23
1493,0.6818776,8.382025,90.0878,15,0.030929444,0.09843068,25
1495,0.84288216,8.805793,56.34,12,0.042975187,0.10939631,16
1497,1.3854675,11.924326,97.9709,13,0.029928714,0.08482323,18
1498,3.4831696,16.648697,51.8602,15,0.13739523,0.30816826,21
1500,1.7887983,12.527315,81.5506,15,0.024444038,0.08735548,26
1501,0.63657093,8.341546,87.5619,13,0.053958617,0.12700236,22
1502,2.6347256,15.607357,98.4685,14,0.08562846,0.11701025,17
1506,1.1462212,10.786851,89.1552,10,0.16684923,0.40198073,14
1508,1.4027395,11.752707,97.4761,15,0.029440613,0.102462776,22
1518,1.3720303,11.721852,95.2053,14,0.021238895,0.061652657,23
1521,1.2922182,9.962042,45.9124,14,0.02265248,0.06303678,21
1524,1.4467564,11.528698,81.61,14,0.033115808,0.118169114,21
1525,1.0267305,9.785456,63.2109,14,0.034890175,0.1015589,17
1526,3.5308123,16.431263,47.7109,15,0.1088857,0.2673323,23
1528,3.2157288,16.163382,98.7856,15,0.121265635,0.25885215,19
1530,3.4932194,18.121777,114.8985,15,0.3246106,0.61398095,23
1532,2.7287035,15.366118,102.6888,15,0.109417245,0.46048576,27
1537,1.585638,11.853276,84.858,16,0.20548719,1.0115985,27
1538,2.4831,14.859624,90.3116,16,0.049632095,0.057826653,22
1541,2.7771206,15.794758,98.2468,14,0.07917978,0.09617669,22
1543,2.8247137,15.75008,101.2877,13,0.08319378,0.0,16
1545,2.8578176,15.0870905,45.4162,14,0.05040352,0.06437647,23
1546,0.61709356,6.334228,36.4076,13,0.06419696,0.23207106,18
1548,2.165636,13.8682995,86.2024,15,0.029734941,0.0,24
1550,2.865265,15.498572,91.4405,13,0.061638985,0.10503335,21
1557,0.9602976,10.235695,94.0759,14,0.024864487,0.07991216,23
1558,2.5699778,13.207034,41.8121,14,0.02950232,0.051610682,22
1559,1.3607283,10.856508,81.5265,15,0.5039871,2.5854971,27
1560,2.6930475,15.163282,96.7732,14,0.085272364,0.17773883,21
1562,3.3926582,17.237091,80.5313,14,0.15589073,0.22112444,22
1563,0.67362785,8.417863,83.668,14,0.046176825,0.10650622,21
1567,2.4059572,13.230498,117.4071,12,0.74926925,2.5426407,17
1570,1.3925943,8.483034,23.3288,14,0.0385691,0.10370313,19
1574,1.8678675,11.717107,55.2512,14,0.0361741,0.11803487,21
1577,1.2587147,11.097073,82.4711,15,0.027676642,0.110931225,30
1579,2.5519495,14.710363,100.3101,16,0.04615949,0.078760564,46
1581,0.9667902,10.610313,98.0739,16,0.021407573,0.05494039,50
1582,2.9769049,17.189808,103.038,16,0.15141843,0.28686377,28
1583,2.711524,15.121832,99.0396,17,0.058554627,0.10448082,37
1584,2.591465,15.031725,95.7583,16,0.050426416,0.021411736,31
1585,0.86297417,8.847413,60.9932,16,0.028500125,0.09904479,34
1587,2.8560429,15.363074,99.9299,16,0.0799734,0.27406156,36
1588,2.889597,15.907599,98.393,17,0.07406212,0.0,36
1589,2.3593025,15.193768,97.9947,15,0.05692268,0.0,43
1592,1.3430233,11.355492,81.7606,15,0.034507077,0.12022331,24
1594,0.9542122,10.119538,89.9971,14,0.037718173,0.10612616,25
1601,3.423048,18.111492,112.0394,15,0.2579955,0.5657901,28
1602,3.253994,17.312534,104.1072,16,0.15163232,0.27056253,30
1603,2.3961248,13.397084,44.2256,15,0.029437138,0.046933122,26
1605,2.5813675,15.279776,95.4652,15,0.059215266,0.10134176,28
1615,3.8101158,18.655415,121.7677,17,0.49586707,0.772946,44
1618,3.1227493,15.244391,42.2639,16,0.06888388,0.09641196,39
1623,0.83534145,9.898279,96.119,17,0.025071992,0.07740018,37
1626,2.129819,13.011422,72.3593,16,0.0265761,0.05791784,54
1630,2.389165,14.458082,83.3517,16,0.042599216,0.0,31
1631,2.6753263,16.1221,96.643,15,0.1068787,0.0,30
1634,0.75352764,8.712178,74.5912,16,0.030549126,0.09781659,46
1637,0.64766693,8.503141,96.0717,15,0.037702695,0.102948636,25
1638,2.1716022,14.2187805,95.1147,14,0.037775796,0.03566262,23
1640,1.1665525,10.9984455,90.1029,12,0.040685795,0.077941276,19
1641,2.7449265,15.39811,101.5875,14,0.061431818,0.0,21
1644,3.9070454,18.739866,101.4785,13,0.546674,0.89618,22
1645,2.8195686,15.013895,55.5645,14,0.06852926,0.17035247,20
1646,1.032855,10.333649,93.1035,14,0.031728026,0.0821171,19
1649,1.5125103,12.21638,72.0992,15,0.022960134,0.0647492,24
1651,1.682745,12.194917,86.9867,14,0.029072005,0.10092983,26
1652,2.3056927,13.917461,88.07,14,0.034512218,0.07769306,26
1656,2.349865,10.865924,20.6672,12,0.057935115,0.1631239,18
1659,2.8377123,13.868805,34.7032,15,0.036839545,0.05718133,25
1663,1.2634897,10.544592,65.8295,18,0.036080644,0.1367125,42
1664,0.9495392,9.676782,84.1721,14,0.028266057,0.057294443,19
1666,2.7319622,15.634724,87.4541,15,0.069900915,0.06012571,23
1667,2.789754,15.611006,97.8288,14,0.080853805,0.13899107,24
1670,2.6733541,14.902207,94.2172,14,0.057719074,0.07429936,24
1671,2.846139,16.056828,98.6046,15,0.090838954,0.0925636,28
1677,3.6258583,16.313728,47.6518,15,0.11859537,0.35870606,26
1682,2.379179,14.212083,95.3243,15,0.041002486,0.07767806,24
1686,2.1153183,14.249848,96.1168,15,0.03367502,0.04854995,28
1692,1.8685713,13.129431,95.8864,15,0.123116754,0.5745318,26
1702,3.249405,16.622091,62.4039,13,0.12674886,0.18526073,18
1704,2.6257048,13.318316,37.5382,15,0.029430978,0.052032534,24
1705,0.93798447,7.66607,63.3169,15,0.039374284,0.08144633,23
1707,1.9632063,12.775808,83.6201,14,0.09079862,0.41953477,24
1709,2.853056,15.574537,95.1739,14,0.08238212,0.11440388,21
1710,2.7704973,15.555518,98.9431,15,0.063812695,0.053257518,23
1711,0.9807739,10.248798,94.4305,15,0.031794894,0.11312713,22
1712,1.0258999,10.404068,88.2571,15,0.027701084,0.09931501,26
1715,3.6328182,18.835402,110.8893,13,0.4792044,0.56691915,22
1720,2.8920527,14.682586,45.7654,13,0.051858842,0.1150935,20
1722,0.9154072,8.985979,66.0364,14,0.032607954,0.11036999,25
1725,2.408927,11.108311,18.7077,13,0.051830534,0.21112297,20
1726,2.5238895,14.2912035,86.3537,11,0.05309495,0.0702807,17
1728,1.6278858,11.953011,91.8796,15,0.060084037,0.30954233,25
1729,2.8745651,15.677119,94.9384,16,0.060970344,0.0,27
1732,3.269577,15.8627825,52.3974,15,0.09062771,0.183338,23
1733,3.2914143,17.63203,110.2788,14,0.20492561,0.42067713,22
1734,2.3513765,13.78097,84.394,16,0.029996978,0.0,22
1736,1.1840982,10.881584,87.3754,13,0.026627095,0.07984704,21
1741,0.90651035,8.649566,87.8586,14,1.1095117,4.3501987,24
1742,1.1935358,9.622882,46.7658,14,0.021727063,0.05435895,24
1748,2.7621899,13.65822,33.2076,15,0.03817284,0.09901184,25
1749,3.147519,16.778187,107.3057,12,0.15369043,0.18727703,19
1757,1.9062414,11.721183,51.0979,14,0.029199554,0.10102374,24
1760,2.5275402,15.389822,92.3696,14,0.06138578,0.032075785,22
1761,0.6719165,8.31803,76.4018,13,0.042006776,0.107220516,21
1764,1.0151701,10.67003,84.2216,13,0.028563377,0.089901015,19
1768,2.6971483,15.810241,99.144,14,0.096055366,0.0,19
1769,1.0930977,11.099234,91.2637,12,0.04109787,0.0913388,15
1770,3.2390823,13.606798,46.2992,14,0.046942905,0.2078113,24
1771,0.928504,10.068562,89.034,14,0.030864349,0.11486742,23
1772,2.9341831,16.545454,101.4698,13,0.12037995,0.0,19
1777,2.71342,16.263685,99.0844,14,0.09249334,0.15920025,25
1779,2.1738892,12.738343,83.8457,13,0.15480396,0.6848008,23
1781,0.68237734,8.180294,83.0399,13,0.062077552,0.1751374,17
1788,3.4629936,15.652773,46.7304,13,0.10970974,0.34079462,19
1793,1.5058374,10.674912,48.721,17,0.04701941,0.20760758,41
1797,1.1755161,10.195127,59.856,16,0.029219553,0.0906292,26
1798,2.8872404,15.337801,99.4228,15,0.06804762,0.1350911,29
1799,2.9729233,15.299092,98.6981,16,0.0573746,0.07579006,25
1805,2.3360033,13.951287,83.515,17,0.032177195,0.06074086,41
1808,1.5094423,10.790469,54.292,16,0.029280996,0.08307169,25
1809,0.9393501,10.058019,97.4887,17,0.025132567,0.06982095,40
1810,1.4998655,12.124388,93.093,15,0.025242051,0.07606798,28
1811,3.0318422,16.08289,98.432,15,0.08811576,0.10221715,24
1812,2.311596,12.231873,41.2366,15,0.041167483,0.13217553,26
1815,1.1722536,10.792752,85.9853,15,0.02913536,0.076042145,28
1819,2.825471,15.493609,102.1367,14,0.07070451,0.07914292,28
1823,0.77027225,8.864345,75.2791,17,0.028745847,0.10061624,53
1824,1.7685366,12.468157,93.8721,15,0.031561185,0.08893987,50
1829,2.7175617,15.093744,100.1631,15,0.1363757,0.52796674,33
1832,2.9576693,14.075871,30.763,14,0.041809753,0.0784801,23
1833,1.9706507,13.34245,96.9795,14,0.026912104,0.023035182,23
1834,3.9242783,18.692982,93.5198,15,0.4022295,0.38966304,25
1836,3.1636276,15.485751,44.9886,16,0.06893888,0.15274166,27
1841,0.8483362,8.535,66.1148,14,0.034604277,0.09440072,23
1842,1.4116201,11.459201,78.5017,14,0.030484196,0.1104655,21
1844,0.87249374,9.417538,73.9373,14,0.028231407,0.064394794,22
1845,0.6590972,8.385004,84.7062,14,0.041756816,0.10615452,23
1847,0.8363366,8.480249,42.9991,14,0.031123385,0.099041946,25
1848,2.0408964,12.311746,70.1225,14,0.03131347,0.11946275,25
1852,1.7618876,12.056111,78.0184,15,0.022435261,0.074129805,27
1853,1.8807821,13.000077,79.9921,13,0.031168954,0.06395943,21
1857,2.9782906,16.105999,97.5666,16,0.075054295,0.0,30
1858,2.515275,14.194577,98.5972,15,0.10229273,0.37573808,26
1860,1.2076244,10.923916,91.3163,14,0.036914572,0.12887982,49
1862,2.4982328,14.89008,93.9609,15,0.06621894,0.096780285,24
1865,0.6735525,6.8663635,66.5123,15,0.0380712,0.12890686,25
1867,2.3568249,11.892882,30.2577,16,0.047635987,0.2021796,46
1869,2.8624973,16.056797,94.9877,15,0.10937276,0.17262335,30
1872,2.171605,13.513773,97.5198,15,0.02803822,0.048219234,26
