,phot_g_mean_mag,bp_rp,distance_gspphot
1841,16.2652,2.7278528,102.1692
1847,15.416297,2.6761532,89.2348
1849,5.756682,0.8038416,16.7968
1850,8.746449,0.81027985,98.1666
1853,8.725471,0.6771984,89.4997
1855,9.629856,0.8597431,87.8486
1856,15.194421,2.7255707,88.9118
1857,14.295124,2.2653656,88.7818
1858,15.619622,2.571847,99.2662
1861,13.60348,2.9184046,35.789
1863,13.996849,2.1378498,98.1422
1866,7.9681816,0.80482674,40.6412
1869,11.183628,1.1196604,100.5859
1871,4.064342,1.1809478,49.2887
1876,15.246809,2.5075283,99.077
1877,15.561026,2.724288,98.6303
1878,12.653777,1.8794107,75.8437
1879,11.741422,1.561985,83.5507
1880,16.912027,3.09194,104.1946
1884,15.397892,2.90835,96.0232
1885,14.246695,2.2876167,80.3598
1887,6.385194,0.51511574,85.5499
1888,12.021992,1.5163631,95.6963
1889,9.018594,0.80075645,90.7103
1891,10.175435,0.9735422,77.3865
1893,14.461738,2.871171,35.5713
1894,14.930898,2.6027565,89.4932
1896,8.363123,0.7675929,65.7988
1898,15.589152,2.6793842,92.9358
1899,9.73816,0.97634506,64.2007
1900,14.559829,2.5587597,83.9786
1908,12.596687,1.8407536,79.4037
1909,8.684315,0.80201244,60.0092
1910,7.777698,0.5769911,75.3354
1911,14.480587,2.3406248,95.9862
1912,17.514854,3.5690117,84.5567
1914,14.675362,2.230135,99.5929
1916,14.744883,2.7384386,58.4818
1918,16.098034,3.1413212,53.9801
1919,13.561305,2.0983248,85.5978
1922,13.679929,2.5906687,46.7918
1923,14.100835,2.37282,79.651
1927,14.816381,2.597927,90.4854
1931,8.984108,1.1114101,51.1121
1933,16.473164,3.0209408,98.9321
1935,7.537259,0.6121931,67.479
1936,7.199618,0.82437897,89.6554
1939,13.677108,2.55725,49.0914
1941,13.025187,2.360013,48.4497
1945,4.99968,1.0224853,7.6485
1950,16.364813,3.129284,61.838
1951,12.908228,2.4383678,48.0665
1954,9.178592,1.0342607,51.1633
1955,9.37154,1.0509777,68.2931
1956,9.788244,0.9494448,79.5578
1957,11.215504,1.4580956,90.6975
1959,13.402557,2.4086552,42.9508
1961,6.874981,0.74476004,98.2853
1962,15.691114,2.7202568,91.7578
1965,14.815569,2.518258,81.7738
1969,14.518836,2.9716282,40.5944
1971,11.948484,2.3759155,30.7938
1976,14.929986,3.3156586,32.2761
1978,14.396271,2.4197273,93.1927
1979,11.717921,1.4909639,83.9733
1981,15.879042,3.294939,48.6383
1982,17.165356,3.5872383,66.1617
1983,9.754945,0.8434715,95.1526
1985,15.519747,2.6869898,98.6601
1995,10.272159,0.9531832,96.2321
2000,8.374043,0.824213,49.6474
2001,15.453902,2.625413,100.0412
2004,12.246136,1.7401791,81.8234
2006,9.416654,0.77495956,82.5593
2009,14.849408,2.6030426,88.5107
2014,9.096788,0.89203835,97.2892
2017,12.856752,2.1757088,94.303
2020,13.27735,2.8672543,33.4166
2021,15.482002,2.806096,95.138
2024,12.212217,2.412508,29.1967
2027,10.093977,1.1769199,58.7934
2029,13.2333975,1.9818478,91.29
2031,10.204222,0.9592514,84.9484
2033,8.820616,0.7646198,93.9074
2035,12.761701,1.9542208,89.646
2036,14.840204,2.305335,88.8091
2038,8.155919,0.97379637,48.2607
2039,8.671578,0.85164833,80.5079
2040,14.051885,2.3496008,82.572
2043,16.915361,3.4230394,64.7193
2044,9.66238,0.9035568,80.3996
2046,9.8282385,1.0332193,66.892
2048,14.554982,2.4873877,96.8416
2049,14.337846,2.5389872,82.5543
2050,15.108836,3.1361666,43.1674
2051,15.403983,2.5089989,98.0719
2054,14.086534,2.2127895,83.7466
2055,9.184073,0.80419445,86.5049
2060,14.829321,2.404667,82.4169
2061,9.311741,1.4638033,32.1279
2069,11.721852,1.3720303,95.2053
2072,9.962042,1.2922182,45.9124
2075,11.528698,1.4467564,81.61
2076,9.785456,1.0267305,63.2109
2077,16.431263,3.5308123,47.7109
2079,16.163382,3.2157288,98.7856
2081,18.121777,3.4932194,114.8985
2083,15.366118,2.7287035,102.6888
2088,11.853276,1.585638,84.858
2089,14.859624,2.4831,90.3116
2092,15.794758,2.7771206,98.2468
2094,15.75008,2.8247137,101.2877
2096,15.0870905,2.8578176,45.4162
2097,6.334228,0.61709356,36.4076
2099,13.8682995,2.165636,86.2024
2101,15.498572,2.865265,91.4405
2108,10.235695,0.9602976,94.0759
2109,13.207034,2.5699778,41.8121
2110,10.856508,1.3607283,81.5265
2111,15.163282,2.6930475,96.7732
2113,17.237091,3.3926582,80.5313
2114,8.417863,0.67362785,83.668
2118,13.230498,2.4059572,117.4071
2121,8.483034,1.3925943,23.3288
2125,11.717107,1.8678675,55.2512
2128,11.097073,1.2587147,82.4711
2130,14.710363,2.5519495,100.3101
2132,10.610313,0.9667902,98.0739
2133,17.189808,2.9769049,103.038
2134,15.121832,2.711524,99.0396
2135,15.031725,2.591465,95.7583
2136,8.847413,0.86297417,60.9932
2138,15.363074,2.8560429,99.9299
2139,15.907599,2.889597,98.393
2140,15.193768,2.3593025,97.9947
2143,11.355492,1.3430233,81.7606
2145,10.119538,0.9542122,89.9971
2152,18.111492,3.423048,112.0394
2153,17.312534,3.253994,104.1072
2154,13.397084,2.3961248,44.2256
2156,15.279776,2.5813675,95.4652
2166,18.655415,3.8101158,121.7677
2169,15.244391,3.1227493,42.2639
2174,9.898279,0.83534145,96.119
2177,13.011422,2.129819,72.3593
2181,14.458082,2.389165,83.3517
2182,16.1221,2.6753263,96.643
2185,8.712178,0.75352764,74.5912
2188,8.503141,0.64766693,96.0717
2189,14.2187805,2.1716022,95.1147
2191,10.9984455,1.1665525,90.1029
2192,15.39811,2.7449265,101.5875
2195,18.739866,3.9070454,101.4785
2196,15.013895,2.8195686,55.5645
2197,10.333649,1.032855,93.1035
2200,12.21638,1.5125103,72.0992
2202,12.194917,1.682745,86.9867
2203,13.917461,2.3056927,88.07
2207,10.865924,2.349865,20.6672
2210,13.868805,2.8377123,34.7032
2214,10.544592,1.2634897,65.8295
2215,9.676782,0.9495392,84.1721
2217,15.634724,2.7319622,87.4541
2218,15.611006,2.789754,97.8288
2221,14.902207,2.6733541,94.2172
2222,16.056828,2.846139,98.6046
2228,16.313728,3.6258583,47.6518
2233,14.212083,2.379179,95.3243
2237,14.249848,2.1153183,96.1168
2243,13.129431,1.8685713,95.8864
2253,16.622091,3.249405,62.4039
2255,13.318316,2.6257048,37.5382
2256,7.66607,0.93798447,63.3169
2258,12.775808,1.9632063,83.6201
2260,15.574537,2.853056,95.1739
2261,15.555518,2.7704973,98.9431
2262,10.248798,0.9807739,94.4305
2263,10.404068,1.0258999,88.2571
2266,18.835402,3.6328182,110.8893
2271,14.682586,2.8920527,45.7654
2273,8.985979,0.9154072,66.0364
2276,11.108311,2.408927,18.7077
2277,14.2912035,2.5238895,86.3537
2278,14.354525,2.250719,99.5519
2279,16.449007,2.6677952,100.4937
2280,14.097655,2.4312086,81.4011
2282,18.076633,3.4681606,109.5943
2283,9.417668,1.2515593,41.9459
2287,9.92444,0.9490099,82.7976
2288,16.007307,3.226428,55.7159
2289,11.841381,2.5133028,31.4315
2290,16.407227,2.7008123,95.6993
2291,14.580611,2.6333942,96.6538
2293,15.418526,2.729518,97.589
2295,13.476421,1.9653206,99.3572
2299,14.596634,2.5433025,94.3326
2302,7.622567,0.79357624,39.5796
2303,14.136832,2.4009027,54.9746
2304,15.196219,2.4818716,92.4179
2308,15.183967,3.060379,52.2888
2309,12.765166,2.5361385,31.5808
2313,11.213635,1.4302835,76.3971
2314,12.408816,1.7178831,83.8785
2315,12.934321,2.1995382,107.1402
2323,15.191555,2.4423084,100.5095
2326,7.388624,0.59815264,93.584
2327,10.263844,2.066864,23.4096
2328,18.008791,3.2230053,110.4091
2331,14.365032,2.3670034,90.9663
2332,15.521988,2.5922985,94.1056
2333,9.638704,1.1681852,51.7728
2334,9.745102,0.88093185,90.9193
2337,8.062886,0.5856838,94.1108
2338,16.517172,3.0466995,96.5087
2342,13.127443,2.5014553,61.7493
2346,13.955363,2.287531,95.7514
2350,8.577209,0.7609005,84.9898
2351,6.2103257,0.51108265,54.3378
2352,12.715955,2.688016,32.8253
2353,12.629562,2.1059322,88.3548
2359,14.416514,2.4088717,99.6727
2361,8.054867,0.60420036,83.9915
2364,13.884794,2.6988726,46.4527
2365,11.889121,1.4126406,85.1358
2368,12.380876,2.0171556,64.4784
2369,10.138798,0.9226303,95.9301
2370,13.852222,1.959815,98.3217
2372,14.564627,2.6410475,97.8735
2374,14.130762,2.1223059,76.8465
2377,9.552989,0.9350538,79.1728
2379,12.945076,2.0855322,75.7905
2382,14.881793,2.4710884,93.6688
2384,12.251763,1.6085329,79.907
2387,9.027057,1.6715164,14.751
2388,14.077801,2.2048702,106.8344
2390,14.469839,2.2100105,96.3587
2391,15.18223,3.0416946,46.4476
2395,8.404495,0.90096426,46.1004
2399,9.276911,0.9326811,62.7245
2405,12.645206,2.4354134,29.7796
2408,17.262592,3.177658,107.7525
2410,15.976537,2.6397896,94.8182
2414,13.610181,1.9944153,86.747
2415,14.42804,2.832982,50.8091
2417,7.7543483,0.67567396,56.9393
2421,8.642864,0.85007954,84.9382
2425,12.252507,1.5505772,99.0811
2428,14.223789,2.1880941,94.4881
2429,14.905933,2.5005198,57.588
2432,16.37052,2.656561,102.1537
2433,13.536726,1.9975929,94.3882
2436,15.262911,2.5672436,88.0691
2440,13.770444,2.2494392,94.1436
2442,14.953248,2.6625242,92.7397
2443,10.844098,1.3519907,59.1763
2451,8.399125,0.72012377,85.2456
2454,14.751443,2.717699,101.8581
2455,14.176306,2.2601519,52.9451
2457,15.449663,2.7904139,58.3806
2458,15.478567,2.6666527,94.6733
2461,10.075904,1.0537653,70.6351
2462,13.814719,2.146987,88.1267
2464,10.742449,1.2528276,69.8127
2465,15.234027,2.5419722,97.7492
2468,15.65612,2.63723,100.5968
2469,8.537444,0.9989147,97.6993
2470,10.948802,1.2603045,83.5604
2471,8.075469,0.6751561,76.404
2474,14.821638,2.4915924,100.5281
2476,15.567192,2.5686417,100.5197
2477,8.448276,0.86688614,46.9983
2484,14.536296,2.53541,82.4086
2488,16.29024,2.7682867,94.1576
2490,11.005297,1.1826572,89.4372
2491,13.369132,2.0267105,75.6293
2494,6.919528,0.6296315,48.1352
2495,9.689,1.4172068,38.4016
2496,16.67948,3.0368834,104.3197
2497,14.619399,2.584549,91.3875
2499,14.523604,2.5105076,95.0147
2503,14.5518465,2.539997,92.7977
2509,13.07066,2.3759031,40.0156
2512,13.053091,2.1434183,76.5287
2524,17.20103,3.1111479,107.2381
2525,11.281139,1.359273,82.8874
2528,15.378264,3.0945015,48.6338
2529,10.190206,1.0816994,77.5283
2530,11.933616,1.7646742,67.8216
2534,14.612401,2.6306648,96.0597
2536,15.116139,2.6252155,97.1258
2540,12.74169,1.9904671,74.3414
2541,13.6944685,2.6243086,40.9971
2542,10.914962,1.1910677,88.8131
2548,13.337544,1.9330273,94.4209
2554,12.118919,1.6465187,82.6649
2555,10.409126,0.95295525,97.4384
2559,9.12079,1.1205893,45.3342
2560,12.883492,2.3368645,58.695
2561,5.5315943,0.4895048,44.2755
2562,7.680655,0.84563494,46.7336
2566,17.152061,3.0451288,104.5303
2568,8.641026,1.0091248,41.9011
2571,11.5397005,2.526291,25.5713
2573,11.683162,1.6356735,79.4129
2574,13.826036,2.2315493,95.5695
2575,17.729647,3.3662949,108.9615
2576,17.14711,3.1951733,107.1597
2578,9.172351,0.8013544,91.6165
2579,15.954329,2.4701195,91.9722
2581,16.161331,2.5931416,95.3176
2582,5.8675833,0.7287941,28.94
2587,18.625801,3.3337288,114.9454
2588,15.927898,2.7471657,96.9387
2593,12.241402,1.9269667,71.8565
2595,15.7414665,2.4623623,84.6038
2596,18.638655,3.4483337,114.3057
2598,16.580784,2.9790936,101.6138
2599,12.554621,1.5794392,98.4527
2601,14.337038,2.556201,93.1671
2603,9.526533,0.9600134,73.7766
2604,8.382025,0.6818776,90.0878
2606,8.805793,0.84288216,56.34
2608,11.924326,1.3854675,97.9709
2609,16.648697,3.4831696,51.8602
2611,12.527315,1.7887983,81.5506
2612,8.341546,0.63657093,87.5619
2613,15.607357,2.6347256,98.4685
2617,10.786851,1.1462212,89.1552
2619,11.752707,1.4027395,97.4761
2623,10.888602,1.1507959,92.1022
2624,9.4325285,0.78815174,90.5801
2628,12.78921,2.6052103,30.5023
2630,18.67291,3.5518055,129.27
2631,14.548442,2.3145761,94.0539
2635,9.035639,0.85605526,70.1575
2640,18.369377,3.8105125,117.2576
2641,15.157003,2.3254442,96.2347
2646,13.501615,2.2223482,69.9611
2651,14.995651,2.690318,103.2193
2652,14.708857,2.5452776,96.7936
2654,12.850353,2.1359062,76.0196
2656,8.911363,0.7464361,93.3097
2657,12.42591,2.3159733,42.5847
2659,12.50617,0.7773714,348.1513
2661,16.205774,3.3056154,50.2406
2663,17.773613,3.401928,112.8056
2664,9.688021,0.84053135,81.1579
2666,18.988306,3.5749054,119.32
2669,15.403141,2.689106,94.3411
2670,18.655975,3.668167,122.8852
2676,17.295961,3.2284012,108.3595
2679,15.381828,2.3876638,87.4626
2682,11.34504,1.2409983,98.008
2690,12.94664,2.01377,77.2938
2691,13.147167,2.1275501,78.3307
2694,7.767033,0.67490196,82.8527
2695,14.598382,2.6772861,97.6581
2697,7.8552914,0.79830074,94.8617
2702,11.832612,1.7608213,92.1541
2706,7.9564548,0.57735205,80.4319
2707,14.229897,2.556548,85.4791
2711,15.11345,2.6201038,96.669
2712,16.29061,2.9624453,95.955
2713,13.718238,2.7970037,48.2874
2714,7.9962554,0.920671,36.4323
2715,15.17547,2.7383823,89.6249
2717,7.5577617,0.76875925,41.4678
2721,12.562154,1.858902,84.7825
2722,15.014819,2.8426323,68.949
2726,16.3434,2.805603,100.4821
2733,5.919667,0.53674936,43.893
2734,14.927226,2.6239948,89.0423
2737,16.266039,2.8699474,100.2789
2738,13.289128,2.76095,38.5005
2745,12.236048,1.6507454,93.2243
2748,14.989572,2.657981,86.5505
2753,11.953011,1.6278858,91.8796
2754,15.677119,2.8745651,94.9384
2757,15.8627825,3.269577,52.3974
2758,17.63203,3.2914143,110.2788
2759,13.78097,2.3513765,84.394
2761,10.881584,1.1840982,87.3754
2766,8.649566,0.90651035,87.8586
2767,9.622882,1.1935358,46.7658
2773,13.65822,2.7621899,33.2076
2774,16.778187,3.147519,107.3057
2782,11.721183,1.9062414,51.0979
2785,15.389822,2.5275402,92.3696
2786,8.31803,0.6719165,76.4018
2789,10.67003,1.0151701,84.2216
2793,15.810241,2.6971483,99.144
2794,11.099234,1.0930977,91.2637
2795,13.606798,3.2390823,46.2992
2796,10.068562,0.928504,89.034
2797,16.545454,2.9341831,101.4698
2802,16.263685,2.71342,99.0844
2804,12.738343,2.1738892,83.8457
2806,8.180294,0.68237734,83.0399
2813,15.652773,3.4629936,46.7304
2818,10.674912,1.5058374,48.721
2822,10.195127,1.1755161,59.856
2823,15.337801,2.8872404,99.4228
2824,15.299092,2.9729233,98.6981
2830,13.951287,2.3360033,83.515
2833,10.790469,1.5094423,54.292
2834,10.058019,0.9393501,97.4887
2835,12.124388,1.4998655,93.093
2836,16.08289,3.0318422,98.432
2837,12.231873,2.311596,41.2366
2840,10.792752,1.1722536,85.9853
2844,15.493609,2.825471,102.1367
2848,8.864345,0.77027225,75.2791
2849,12.468157,1.7685366,93.8721
2854,15.093744,2.7175617,100.1631
2857,14.075871,2.9576693,30.763
2858,13.34245,1.9706507,96.9795
2859,18.692982,3.9242783,93.5198
2861,15.485751,3.1636276,44.9886
2866,8.535,0.8483362,66.1148
2867,11.459201,1.4116201,78.5017
2869,9.417538,0.87249374,73.9373
2870,8.385004,0.6590972,84.7062
2872,8.480249,0.8363366,42.9991
2873,12.311746,2.0408964,70.1225
2877,12.056111,1.7618876,78.0184
2878,13.000077,1.8807821,79.9921
2882,16.105999,2.9782906,97.5666
2883,14.194577,2.515275,98.5972
2885,10.923916,1.2076244,91.3163
2887,14.89008,2.4982328,93.9609
2890,6.8663635,0.6735525,66.5123
2892,11.892882,2.3568249,30.2577
2894,16.056797,2.8624973,94.9877
2897,13.513773,2.171605,97.5198
2899,14.539795,2.5109959,82.2299
2901,16.20473,2.69347,93.2855
2902,15.058231,2.7866344,96.3643
2908,13.234728,2.7921991,39.9544
2910,15.687124,2.7076406,100.7823
2915,8.029881,0.6469512,97.5533
2918,11.7885685,1.5749283,118.124
2920,12.788501,1.9919605,66.0381
2921,15.933834,2.6634884,96.7465
2922,14.383453,2.1977825,83.6852
2925,16.53096,3.0169325,95.7205
2928,14.2713785,2.359519,99.6614
2930,13.197577,2.0718746,88.8229
2931,7.192943,0.7786794,33.0478
2932,16.530516,2.887105,96.313
2934,8.571485,1.10113,34.8575
2935,9.179863,0.84687805,89.6114
2936,14.038434,2.7070656,49.0486
2939,8.5834255,0.7364826,94.8798
2940,13.437541,2.4409094,98.162
2945,14.1602335,2.234398,85.4694
2949,14.708113,2.3634996,90.3119
2952,9.943638,1.3556004,42.0602
2955,14.9237175,2.3147516,96.8498
2956,10.90937,1.2070551,87.9571
2959,12.493827,2.896985,16.8766
2960,13.341082,2.1331844,75.3739
2962,10.148338,1.141901,74.355
2964,16.163067,3.3254232,57.9078
2969,16.964546,2.9551353,105.4829
2970,10.625759,1.2915163,83.2546
2971,11.60747,1.5003157,83.492
2972,18.59796,3.9943447,101.6634
2973,14.419457,2.233801,87.7983
2977,6.9811325,0.62104654,70.0538
2978,15.172701,2.4921522,97.4782
2979,10.464733,1.0004425,88.826
2980,14.52348,3.075636,30.4894
2981,16.727367,2.8096924,99.8834
2982,7.25688,0.4974122,91.4871
2987,18.468517,4.0743713,124.7583
2989,11.72964,1.754775,72.1176
2990,10.335777,1.0178776,83.6721
2993,16.263994,2.9453669,99.1955
2995,13.678791,2.1414967,96.7173
2999,13.617517,2.2004433,73.5884
3000,5.896229,0.1802249,69.9658
3001,10.358229,1.0216103,99.1095
3003,12.485227,2.8291464,22.4982
3004,6.306081,0.4240985,53.1865
3006,10.539972,1.0773792,80.9267
3009,14.01244,2.4289694,80.8173
3013,14.293367,2.3390923,97.2056
3019,17.941288,3.3841667,113.6099
3022,11.58429,1.3497267,85.5498
3023,11.042575,1.3076391,77.8605
3024,10.881396,1.2429743,72.6418
3025,12.847094,2.6675987,39.5245
3027,18.075724,3.4891605,113.703
3028,13.282327,1.8082314,97.3234
3029,16.515005,2.9330597,93.1533
3032,8.682147,1.0253363,41.0225
3033,15.06027,2.9200678,46.1641
3034,17.759817,3.4599743,106.3871
3036,5.2212815,0.40267086,49.2431
3040,10.172159,1.2557459,59.6549
3042,16.269247,3.256239,56.3841
3044,16.24396,3.2087584,56.2619
3045,15.905189,2.9204788,100.3107
3048,13.487751,2.1191626,66.2529
3049,9.807517,0.9190664,78.7494
3059,18.04754,3.530098,105.911
3064,13.353205,1.9833403,87.9729
3065,14.86538,2.8243122,91.2902
3068,4.6480665,0.13847303,96.6576
3069,14.994653,2.2345362,96.3937
3070,10.200552,1.4889374,43.9642
3075,12.241566,1.6545286,73.3191
3077,7.7041116,1.7386432,11.2306
3079,9.18166,0.95758533,60.1794
3084,15.734847,2.7744036,97.4238
3087,10.089663,1.5881577,44.5408
3094,14.705415,2.24761,93.7764
3097,9.742869,0.96841526,74.7113
3100,8.683647,0.8431444,71.2321
3107,15.175726,2.3581305,88.5061
3108,8.897163,0.76345444,82.1083
3109,11.999053,1.4495144,98.9019
3112,9.96595,0.9725218,64.8471
3113,11.674638,1.4127378,99.5794
3114,7.8996253,0.9936247,32.9841
3116,9.784803,1.1054163,63.1625
3117,14.006605,2.2954464,95.2058
3118,14.52822,2.9883509,37.4537
3121,9.915004,1.293169,46.0863
3123,15.766858,3.030426,103.5649
3125,16.214828,2.8076067,97.08
3126,13.42642,2.3327446,80.956
3127,8.166432,0.7149973,93.0786
3130,15.848716,2.5054636,96.5127
3134,12.017685,2.4701777,33.3896
3137,10.4418955,1.0496788,77.1948
3142,14.64533,2.244956,93.8913
3144,9.194809,0.7795658,83.9007
3147,11.885279,2.5687551,16.3423
3148,8.981363,1.3740339,28.8897
3149,15.787277,2.759407,99.7621
3150,13.386528,2.1614666,74.7427
3151,14.942688,2.436077,86.8237
3153,14.363592,2.484271,54.7979
3154,8.600837,0.8587675,63.8786
3158,10.456182,1.8337564,45.1005
3159,9.126544,0.7577572,94.8496
3164,11.663113,1.3269844,69.913
3172,18.850307,3.790989,104.1093
3176,13.709113,2.8507433,33.7127
3177,7.199268,0.6522136,57.8314
3178,15.680483,2.8403358,100.1039
3181,15.283881,2.6459303,90.6556
3182,10.350435,1.0209713,84.8783
3185,11.525294,2.0729847,32.4378
3188,8.725521,0.8193636,88.5997
3191,16.441832,2.9002962,103.4783
3196,16.73334,2.9338331,102.3299
3197,10.797335,1.4772902,59.1505
3198,13.654007,2.4179192,71.8183
3200,16.729347,2.7637253,100.3867
3201,15.887256,2.7232094,95.9389
3207,8.739531,0.7614918,74.7613
3208,16.093317,2.7578545,97.6725
3209,15.025686,2.450119,82.0949
3210,9.093495,0.65699196,87.2844
3215,12.664659,1.869482,78.4029
3218,14.792775,2.4471292,89.1251
3219,11.597094,1.4484301,83.9385
3221,15.032347,2.5392752,99.637
3225,12.602906,2.321969,41.6983
3229,18.603632,3.9115067,129.6154
3231,15.869808,2.8308125,98.9169
3232,15.259333,3.1635408,37.1816
3238,13.348629,2.034955,96.02
3240,14.168594,2.5332537,94.9394
3243,6.641129,0.72567225,38.975
3245,8.492252,0.77875423,69.3662
3246,11.595599,2.6146965,15.9772
3248,13.576484,2.252285,93.614
3252,8.982405,0.80118847,69.048
3253,9.925114,1.0842142,58.4624
3254,8.300581,1.0702286,97.1277
3256,16.386786,3.0634956,105.461
3258,14.947986,3.0386496,42.2074
3259,8.542916,0.82696533,93.0812
3260,10.9255,1.2913666,91.8118
3265,10.067664,0.97943115,80.3739
3271,13.543025,2.2040806,90.9623
3273,11.647347,1.3824749,97.1589
3278,14.298143,2.24401,98.6661
3279,13.620646,2.044447,77.8973
3280,18.045954,3.6219425,119.4054
3282,12.980327,1.735671,99.1105
3283,11.371038,1.1736507,93.7037
3284,14.111788,2.6192293,97.7464
3292,11.620312,1.8202229,50.7451
3293,14.212919,2.2856016,90.8802
3294,15.520753,2.8523073,95.2461
3296,15.757903,2.877761,101.7114
3297,15.204321,2.5586777,92.3497
3299,15.3727045,2.4890032,95.4696
3302,8.361083,0.6942444,97.1743
3303,16.053082,2.8786163,91.6801
3304,9.598297,1.2748785,45.5151
3305,8.26501,0.6810813,90.0173
3306,13.775201,2.6569767,36.7862
3307,6.1095624,0.8690858,33.115
3310,9.037829,0.91610813,73.8563
3316,10.960857,1.2004328,83.4788
3317,11.029186,1.3342457,77.6357
3320,12.780392,1.9374533,86.0977
3322,15.75176,3.0592155,54.6176
3323,15.952349,2.7842417,92.3609
3324,17.199827,3.546935,72.7186
3326,15.297219,3.046502,48.2375
3331,13.358164,2.141842,86.4414
3332,10.967224,1.1274157,93.0607
3333,8.490041,0.76112175,62.3734
3335,8.980368,0.72905636,84.3477
3336,10.563032,1.3244295,63.7948
3339,18.034477,3.5022182,113.0151
3341,14.610461,2.486804,97.875
3342,8.518073,0.7865019,75.0111
3346,13.22582,2.110094,75.789
3347,11.263287,1.3370094,87.781
3348,14.057302,2.5193644,79.114
3349,8.031354,0.86935186,76.1911
3350,16.880846,3.1754274,103.9744
